id,ahu,air,airCooling,airRef,area,boiler,bypass,chilled,chilledWaterCooling,chilledWaterRef,chiller,cmd,computed,cool,cooling,cur,damper,daytime,delta,directZone,dis,discharge,domestic,effective,elecHeating,enable,entering,enum,equip,equipRef,exhaust,fan,fanPowered,fcu,flow,geoAddr,geoCity,geoCoord,geoCountry,geoCounty,geoPostalCode,geoState,geoStreet,heat,heating,his,hot,hotWaterHeating,hotWaterRef,humidifier,humidity,hvac,kind,leaving,maxVal,minVal,mixed,outside,plant,primaryLoop,point,pointFunction,pressure,primaryFunction,pump,return,rtu,run,sensor,singleDuct,site,siteRef,sp,space,spaceRef,speed,steam,temp,thermostat,tz,unit,valve,vav,vavZone,water,weather,weatherCond,weatherStationRef,weatherStation,yearBuilt,zone,custom
@b-034c,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-50 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0349,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:10.87-04:00 New_York, inScope, backgroundPoint}"
@b-034d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-50 Heating Valve Output,"","","","","","","","",@b-0349,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.995-04:00 New_York, inScope, backgroundPoint}"
@b-034e,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-50 Supply Air Temperature,✓,"","","","","","","",@b-0349,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.62-04:00 New_York, inScope, backgroundPoint}"
@b-034f,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-50 Zone Air Temp Setpoint,"","","","","","","","",@b-0349,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:11.125-04:00 New_York, inScope, backgroundPoint}"
@b-0350,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-50 Zone Temperature,"","","","","","","","",@b-0349,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-0351,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-6,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:148°F, designHotWaterPower:4.7MMBTU/h, designHotWaterFlow:0.5gal/min, designAirFlow:350cfm}"
@b-0352,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-6 Damper Output,✓,"","","","","","","",@b-0351,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:09.752-04:00 New_York, inScope, backgroundPoint}"
@b-0353,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-6 Discharge Air Flow,✓,"","","","","","","",@b-0351,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:11.258-04:00 New_York, inScope, backgroundPoint}"
@b-0354,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-6 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0351,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0355,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-6 Heating Valve Output,"","","","","","","","",@b-0351,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:09.627-04:00 New_York, inScope, backgroundPoint}"
@b-0356,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-6 Supply Air Temperature,✓,"","","","","","","",@b-0351,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.87-04:00 New_York, inScope, backgroundPoint}"
@b-0357,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-6 Zone Air Temp Setpoint,"","","","","","","","",@b-0351,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-0358,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-6 Zone Temperature,"","","","","","","","",@b-0351,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:09.879-04:00 New_York, inScope, backgroundPoint}"
@b-0359,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-7,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:152°F, designHotWaterPower:10MMBTU/h, designHotWaterFlow:1.25gal/min, designAirFlow:650cfm}"
@b-035a,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-7 Damper Output,✓,"","","","","","","",@b-0359,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-035b,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-7 Discharge Air Flow,✓,"","","","","","","",@b-0359,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.995-04:00 New_York, inScope, backgroundPoint}"
@b-035c,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-7 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0359,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-035d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-7 Heating Valve Output,"","","","","","","","",@b-0359,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:09.752-04:00 New_York, inScope, backgroundPoint}"
@b-035e,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-7 Supply Air Temperature,✓,"","","","","","","",@b-0359,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:09.879-04:00 New_York, inScope, backgroundPoint}"
@b-035f,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-7 Zone Air Temp Setpoint,"","","","","","","","",@b-0359,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.126-04:00 New_York, inScope, backgroundPoint}"
@b-0360,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-7 Zone Temperature,"","","","","","","","",@b-0359,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-0361,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-8,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:153°F, designHotWaterPower:4.1MMBTU/h, designHotWaterFlow:0.75gal/min, designAirFlow:300cfm}"
@b-0362,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-8 Damper Output,✓,"","","","","","","",@b-0361,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:10.249-04:00 New_York, inScope, backgroundPoint}"
@b-0363,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-8 Discharge Air Flow,✓,"","","","","","","",@b-0361,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-0364,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-8 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0361,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:10.995-04:00 New_York, inScope, backgroundPoint}"
@b-0365,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-8 Heating Valve Output,"","","","","","","","",@b-0361,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:09.752-04:00 New_York, inScope, backgroundPoint}"
@b-0366,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-8 Supply Air Temperature,✓,"","","","","","","",@b-0361,"","","","","","","","","","","","","","","",✓,"","","","","","",Str,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, pointType:, inScope, backgroundPoint}"
@b-0367,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-8 Zone Air Temp Setpoint,"","","","","","","","",@b-0361,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.126-04:00 New_York, inScope, backgroundPoint}"
@b-0368,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-8 Zone Temperature,"","","","","","","","",@b-0361,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:10.249-04:00 New_York, inScope, backgroundPoint}"
@b-0369,"","","",@b-00ce,"","","","","","","","","","","","","","","","",Bravo VAV 2-9,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:149°F, designHotWaterPower:8.9MMBTU/h, designHotWaterFlow:1gal/min, designAirFlow:450cfm}"
@b-036a,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 2-9 Damper Output,✓,"","","","","","","",@b-0369,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-10T01:00:07.598-04:00 New_York, inScope, backgroundPoint}"
@b-036b,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-9 Discharge Air Flow,✓,"","","","","","","",@b-0369,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:09.627-04:00 New_York, inScope, backgroundPoint}"
@b-036c,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-9 Discharge Air Flow Setpoint,✓,"",✓,"","","","","",@b-0369,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:FLOW_STPT, dataSyncRecovered:2020-07-10T01:00:07.473-04:00 New_York, inScope, backgroundPoint}"
@b-036d,"","","","","","","","","","","",✓,"","","",✓,"","","","",Bravo VAV 2-9 Heating Valve Output,"","","","","","","","",@b-0369,"","","","","","","","","","","","","",✓,"",✓,✓,"","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,✓,"","",✓,"","","","","","","{sourcePointName:Htg, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-036e,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-9 Supply Air Temperature,✓,"","","","","","","",@b-0369,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","","","{sourcePointName:DisAirTemp, dataSyncRecovered:2020-07-10T01:00:10.003-04:00 New_York, inScope, backgroundPoint}"
@b-036f,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-9 Zone Air Temp Setpoint,"","","","","","","","",@b-0369,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,✓,"",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:STAT_SETPOINT, dataSyncRecovered:2020-07-10T01:00:10.745-04:00 New_York, inScope, backgroundPoint}"
@b-0370,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 2-9 Zone Temperature,"","","","","","","","",@b-0369,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","",✓,"",Chicago,°F,"","","","","","","","","",✓,"{sourcePointName:SPACE_TEMP, dataSyncRecovered:2020-07-10T01:00:10.374-04:00 New_York, inScope, backgroundPoint}"
@b-0371,"","","",@b-00f2,"","","","","","","","","","","","","","","","",Bravo VAV 3-1,"","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@b-0012,"","",✓,"","","","","","","","","","","","","","","","","",✓,"",@b-0000,"","",@b-042e,"","","",✓,"","","",✓,"","","","","","","",✓,"{tu, designSource:Drawings, designHotWaterEnteringTemp:180°F, designHotWaterLeavingTemp:150°F, designHotWaterPower:14.1MMBTU/h, designHotWaterFlow:2.5gal/min, designAirFlow:1300cfm}"
@b-0372,"",✓,"","","","","","","","","",✓,"","","",✓,✓,"","","",Bravo VAV 3-1 Air Damper Command,✓,"","","","","","","",@b-0371,"","","","","","","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","","","","",@b-0000,"","",@b-042e,"","","","",Chicago,%,"","","","","","","","","","","{sourcePointName:DAMPER_CMD, dataSyncRecovered:2020-07-14T01:00:05.167-04:00 New_York, pointType:, inScope, backgroundPoint}"
@b-0373,"",✓,"","","","","","","","","","","","","",✓,"","","","",Bravo VAV 3-1 Discharge Air Flow,✓,"","","","","","","",@b-0371,"","","","",✓,"","","","","","","","","","",✓,"","","","","","",Number,"","","","","","","",✓,"","","","","","","",✓,"","",@b-0000,"","",@b-042e,"","","","",Chicago,cfm,"","","","","","","","","","","{sourcePointName:BOX_FLOW, dataSyncRecovered:2020-07-10T01:00:10.87-04:00 New_York, inScope, backgroundPoint}"
